Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2013,,,,,,,,,,,,,,,,,,,,,,,,,
2604,Montbard,14297,31121.5,21771.3,54.8,13574.0,18980.0,25414.0,11840.0,8332.0,12104.0,14730.0,16960.0,21126.0,23766.0,27298.0,33628.0,4.0,5.4,0.3,53.1,2.7,6.1,33.0,5.1
2605,Le Morvan,16479,32271.5,23652.0,48.4,11958.0,17448.0,24168.0,12210.0,6964.0,10650.0,13208.0,15330.0,19760.0,22578.0,26304.0,32732.0,4.7,6.0,0.3,35.8,2.5,7.9,47.7,6.1
2606,Nevers,54877,116075.0,82049.1,54.3,12816.0,19026.0,25606.0,12790.0,6414.0,11132.0,14262.0,16770.0,21388.0,23980.0,27462.0,33924.0,5.3,7.0,0.3,52.1,2.6,5.1,35.9,4.3
2607,Autun,15087,32316.0,22792.3,51.1,12760.0,18228.0,24682.0,11922.0,7702.0,11316.0,13952.0,16086.0,20348.0,22966.0,26544.0,33194.0,4.3,5.7,0.3,48.6,3.0,6.8,37.1,4.5
2608,Chalon-sur-Saône,85107,192642.0,132558.8,56.9,13684.0,19662.0,26570.0,12886.0,8266.0,12160.0,15026.0,17390.0,22042.0,24836.0,28686.0,35796.0,4.3,5.8,0.3,56.6,3.0,5.7,30.2,4.5
2609,Louhans,16319,35872.0,25024.7,49.9,12938.0,18252.0,24292.0,11354.0,8134.0,11670.0,14110.0,16200.0,20358.0,22748.0,26032.0,31696.0,3.9,5.1,0.3,51.0,2.7,5.5,36.8,4.0
2610,Le Creusot - Montceau,45817,99089.0,69536.9,51.1,12722.0,18346.0,24616.0,11894.0,7236.0,11232.0,14040.0,16282.0,20574.0,23076.0,26468.0,32598.0,4.5,6.0,0.3,52.5,3.3,4.3,36.2,3.7
2611,Le Charolais,37829,82163.5,57686.8,50.5,13408.0,18356.0,24398.0,10990.0,8536.0,12096.0,14502.0,16424.0,20430.0,22868.0,26196.0,32176.0,3.8,5.0,0.3,49.1,2.7,6.9,36.1,5.2
2612,Auxerre,91290,203564.0,140860.1,56.3,13024.0,19158.0,26258.0,13234.0,7158.0,11358.0,14394.0,16838.0,21648.0,24522.0,28414.0,35656.0,5.0,6.7,0.3,51.5,2.9,7.2,33.3,5.1
2613,Avallon,10589,23003.0,16121.9,53.8,12850.0,18476.0,24962.0,12112.0,7466.0,11422.0,14156.0,16336.0,20688.0,23324.0,27002.0,34090.0,4.6,6.2,0.3,48.6,2.5,7.9,35.3,5.7
2614,Sens,46472,109231.5,73922.8,58.2,13406.0,19562.0,26468.0,13062.0,7712.0,11826.0,14818.0,17292.0,21974.0,24788.0,28570.0,35560.0,4.6,6.1,0.3,55.5,3.4,6.1,30.6,4.4
3110,Roubaix - Tourcoing,163396,420448.5,274097.0,50.6,9888.0,17426.0,25352.0,15464.0,3766.0,8166.0,11540.0,14638.0,20216.0,23406.0,27748.0,35648.0,9.5,12.2,0.4,62.6,4.2,4.2,23.8,5.2
3111,Lille,318068,747177.0,504655.1,59.2,12592.0,20390.0,29532.0,16940.0,5978.0,10622.0,14358.0,17464.0,23530.0,27240.0,32276.0,41518.0,6.9,9.3,0.4,64.9,3.2,5.2,22.0,4.7
3112,Dunkerque,103229,250563.0,167871.0,52.5,11656.0,18144.0,25318.0,13662.0,6384.0,10150.0,13068.0,15638.0,20694.0,23584.0,27412.0,34200.0,5.4,7.1,0.3,59.9,4.1,4.5,27.6,3.9
3113,La Flandre - Lys,48727,124032.5,81784.2,55.4,13758.0,19590.0,26468.0,12710.0,8614.0,12304.0,15072.0,17364.0,21954.0,24732.0,28483.0,35060.0,4.1,5.3,0.3,61.4,3.1,5.7,24.7,5.1
3114,Douai,97612,244501.5,161800.3,47.5,10606.0,17272.0,24674.0,14068.0,4842.0,9020.0,12082.0,14800.0,19884.0,22862.0,26830.0,33394.0,6.9,8.9,0.4,60.8,3.7,4.3,27.9,3.3
3115,Valenciennes,138585,343201.5,227542.8,45.0,9406.0,16130.0,23508.0,14102.0,3742.0,7880.0,10858.0,13560.0,18708.0,21718.0,25606.0,32178.0,8.6,10.8,0.4,60.1,4.0,4.5,27.4,4.0
3116,Cambrai,72975,177311.0,118581.1,48.2,10986.0,17314.0,24286.0,13300.0,5528.0,9434.0,12446.0,14952.0,19756.0,22572.0,26310.0,33072.0,6.0,8.2,0.4,56.3,3.8,6.9,28.4,4.6
3117,Maubeuge,92076,224721.0,149895.1,45.3,9398.0,16198.0,23456.0,14058.0,3486.0,7800.0,10840.0,13592.0,18770.0,21684.0,25576.0,32146.0,9.2,11.1,0.4,56.6,3.9,5.7,29.4,4.4
3121,Arras,98049,238145.5,159511.1,54.9,12730.0,19228.0,26776.0,14046.0,7102.0,11124.0,14160.0,16718.0,21910.0,24938.0,29114.0,36610.0,5.2,7.0,0.3,58.8,2.8,7.2,26.5,4.7
3122,Lens - Hénin,144222,359629.5,237820.4,40.8,8926.0,15344.0,21816.0,12890.0,3644.0,7564.0,10284.0,12920.0,17696.0,20316.0,23604.0,29122.0,8.0,9.8,0.4,60.3,4.4,3.4,29.5,2.4
3123,Béthune - Bruay,117355,290068.0,192720.7,46.6,11000.0,17314.0,24272.0,13272.0,5546.0,9474.0,12412.0,14942.0,19774.0,22574.0,26310.0,32632.0,5.9,7.9,0.3,60.4,3.3,4.9,27.9,3.5
3124,Saint-Omer,46804,116606.5,77372.6,48.5,11138.0,17300.0,23826.0,12688.0,5952.0,9684.0,12492.0,14986.0,19604.0,22252.0,25732.0,31850.0,5.4,7.2,0.3,59.6,3.9,5.4,26.6,4.5
3125,Calais,65576,164288.5,108386.2,47.6,10266.0,16898.0,23992.0,13726.0,4566.0,8770.0,11736.0,14416.0,19404.0,22298.0,25972.0,32222.0,7.1,9.0,0.4,60.3,4.3,5.5,26.0,3.9
3126,Boulogne-sur-mer,65799,159421.5,106817.3,47.9,10582.0,17046.0,24160.0,13578.0,5234.0,9060.0,12046.0,14620.0,19564.0,22400.0,26304.0,33430.0,6.4,8.7,0.4,56.9,3.9,5.5,28.8,4.9
3127,Berck - Montreuil,45038,105357.0,71665.5,51.5,11966.0,17962.0,25036.0,13070.0,6710.0,10470.0,13318.0,15696.0,20432.0,23292.0,27154.0,34724.0,5.2,7.2,0.4,50.4,3.3,7.1,32.4,6.8
4101,Longwy,45102,103117.0,70577.5,38.3,12988.0,19774.0,28298.0,15310.0,6490.0,11304.0,14388.0,16980.0,22732.0,26202.0,30694.0,38202.0,5.9,7.4,0.3,30.6,2.8,3.4,22.7,40.5
4102,Lunéville,13952,32135.0,21891.5,49.0,11730.0,18145.0,24574.0,12844.0,5832.0,10034.0,13220.0,15910.0,20472.0,22994.0,26484.0,32822.0,5.6,7.6,0.3,56.1,3.8,4.9,31.0,4.2
4103,Nancy,212628,477738.0,329274.1,59.0,13708.0,20556.0,28486.0,14778.0,7218.0,11906.0,15264.0,18002.0,23284.0,26528.0,30922.0,38850.0,5.4,7.1,0.3,60.3,2.7,5.2,27.3,4.5
4104,Bar-le-Duc,26567,59710.0,41300.7,55.8,13594.0,19440.0,25962.0,12368.0,8020.0,12048.0,14852.0,17246.0,21739.0,24440.0,27912.0,34244.0,4.3,5.7,0.3,55.3,2.9,5.8,31.7,4.3
4105,Commercy,18348,43276.5,29328.2,49.9,12270.0,18074.0,24426.0,12156.0,7412.0,10832.0,13514.0,15762.0,20302.0,22936.0,26200.0,32388.0,4.4,5.9,0.3,53.5,3.4,7.7,30.4,5.0
4106,Verdun,26368,59799.5,41123.4,51.4,12380.0,18406.0,25096.0,12716.0,6662.0,10900.0,13714.0,16110.0,20730.0,23452.0,27224.0,33744.0,5.1,6.9,0.3,53.4,2.7,7.4,30.4,6.1
4107,Metz,208534,481324.0,328957.5,54.4,13492.0,20176.0,28206.0,14714.0,7470.0,11870.0,14930.0,17582.0,22960.0,26204.0,30672.0,38510.0,5.2,6.8,0.3,55.3,3.2,4.5,25.7,11.3
4108,Forbach,90274,213356.0,145141.8,48.5,11582.0,17772.0,24950.0,13368.0,6016.0,10000.0,13018.0,15518.0,20304.0,23220.0,27036.0,33804.0,5.6,7.4,0.3,55.7,4.0,3.9,32.3,4.1
4109,Sarrebourg,29590,69842.5,47521.2,53.4,13732.0,19276.0,25720.0,11988.0,8642.0,12368.0,14984.0,17116.0,21574.0,24146.0,27516.0,33362.0,3.9,5.1,0.3,58.6,3.0,4.9,29.4,4.1
4110,Sarreguemines,46179,109382.0,74458.9,53.5,13824.0,19794.0,27104.0,13280.0,8300.0,12326.0,15146.0,17502.0,22312.0,25322.0,29268.0,36340.0,4.4,5.9,0.3,61.0,3.8,3.8,26.9,4.5
4111,Thionville,89920,209244.0,142447.7,43.8,13832.0,20858.0,29864.0,16032.0,7808.0,12168.0,15276.0,18000.0,23982.0,27586.0,32604.0,40976.0,5.2,6.9,0.3,34.9,2.8,3.1,22.8,36.4
4112,Épinal,69588,158214.5,108598.7,52.3,12554.0,18632.0,25308.0,12754.0,6654.0,10878.0,14004.0,16442.0,20952.0,23654.0,27380.0,34126.0,5.1,6.8,0.3,57.1,3.7,5.1,29.8,4.3
4113,Remiremont,37292,82554.5,57464.7,51.2,13438.0,18490.0,24722.0,11284.0,8308.0,11986.0,14608.0,16606.0,20618.0,23204.0,26526.0,32858.0,4.0,5.3,0.3,53.2,4.1,4.3,33.1,5.3
4114,Saint-Dié-des-Vosges,37915,84597.5,58574.9,48.4,11966.0,17764.0,23962.0,11996.0,6428.0,10396.0,13348.0,15652.0,19994.0,22494.0,25854.0,31830.0,5.0,6.6,0.3,53.8,4.4,4.6,33.3,3.9
4115,Neufchâteau,22619,50344.0,34994.1,52.2,13022.0,18544.0,25231.0,12209.0,7644.0,11478.0,14262.0,16500.0,20838.0,23640.0,27254.0,33552.0,4.4,5.8,0.3,53.1,3.6,6.2,32.9,4.2
4201,Haguenau,80086,198178.5,132720.8,63.0,15806.0,21942.0,29178.0,13372.0,10278.0,14342.0,17104.0,19568.0,24406.0,27368.0,31294.0,38098.0,3.7,4.8,0.3,65.3,2.9,3.8,24.1,3.9
4202,Molsheim - Obernai,54447,132161.5,88991.9,65.6,16256.0,22518.0,30298.0,14042.0,10944.0,14814.0,17614.0,20066.0,25202.0,28350.0,32652.0,40440.0,3.7,4.8,0.3,62.2,2.7,4.6,24.8,5.7
4203,Saverne,31537,77024.0,51828.8,58.0,14812.0,20698.0,27684.0,12872.0,9630.0,13374.0,16074.0,18338.0,23144.0,25974.0,29730.0,36298.0,3.8,4.8,0.3,61.6,2.9,4.4,27.1,4.0
4204,Sélestat,34530,84096.5,56438.0,60.4,14954.0,21134.0,28356.0,13402.0,9368.0,13440.0,16358.0,18780.0,23676.0,26586.0,30550.0,37692.0,4.0,5.3,0.3,62.9,2.9,4.8,24.2,5.2
4205,Strasbourg,233977,531767.5,364648.2,61.0,12570.0,20792.0,30008.0,17438.0,5962.0,10538.0,14416.0,17746.0,23974.0,27724.0,32822.0,42160.0,7.1,9.5,0.4,61.4,3.1,5.0,24.8,5.7
4206,Wissembourg,16461,40034.5,27049.6,63.0,16098.0,22578.0,30952.0,14854.0,10818.0,14668.0,17478.0,20006.0,25522.0,28966.0,33466.0,41278.0,3.8,4.8,0.3,70.8,3.0,3.5,19.1,3.6
4207,Colmar,81667,187936.0,128747.1,63.2,14870.0,21648.0,29558.0,14688.0,8756.0,13164.0,16352.0,19070.0,24378.0,27590.0,32058.0,40502.0,4.6,6.2,0.3,60.2,2.7,5.4,26.3,5.4
4208,Mulhouse,175690,416633.0,281610.5,59.5,13100.0,20552.0,29060.0,15960.0,6814.0,11190.0,14810.0,17782.0,23454.0,26884.0,31674.0,40370.0,5.9,7.8,0.4,62.2,3.3,3.7,26.6,4.2
4209,Saint-Louis,50131,119155.5,80630.2,72.0,17986.0,27992.0,41884.0,23898.0,10622.0,15916.0,19970.0,23868.0,32858.0,38498.0,46114.0,59968.0,5.6,7.3,0.4,72.6,2.6,2.2,19.5,3.1
4301,Besançon,126782,289842.0,197842.5,58.5,13892.0,20246.0,27758.0,13866.0,7966.0,12272.0,15300.0,17860.0,22806.0,25872.0,30082.0,37542.0,4.7,6.3,0.3,60.7,2.8,5.4,26.4,4.7
4302,Belfort - Montbéliard - Héricourt,156706,363590.5,247421.6,55.7,12722.0,19286.0,26610.0,13888.0,6934.0,11028.0,14210.0,16818.0,21856.0,24812.0,28786.0,35606.0,5.1,6.7,0.3,60.0,3.7,3.8,29.0,3.5
4303,Morteau,20072,47735.0,32101.7,73.1,18530.0,27642.0,39330.0,20800.0,12703.0,16882.0,20258.0,23766.0,31838.0,36618.0,42540.0,52155.0,4.1,5.0,0.3,75.2,2.8,3.5,15.5,3.0
4304,Pontarlier,26732,63503.5,42694.0,68.9,16898.0,24414.0,34936.0,18038.0,11186.0,15206.0,18340.0,21294.0,27930.0,32142.0,38188.0,47256.0,4.2,5.2,0.3,71.1,2.8,4.5,17.6,4.0
4305,Dole,30317,69037.0,47337.6,56.2,13576.0,19536.0,26258.0,12682.0,7922.0,11996.0,14904.0,17258.0,21868.0,24618.0,28260.0,34790.0,4.4,5.8,0.3,55.5,2.8,5.2,32.6,3.9
4306,Lons-le-Saunier,53046,116612.0,81248.5,55.2,13758.0,19458.0,26224.0,12466.0,8706.0,12402.0,14964.0,17248.0,21786.0,24470.0,28244.0,35002.0,4.0,5.3,0.3,54.4,2.6,5.4,32.8,4.8
4307,Saint-Claude,23000,54061.5,36617.6,62.0,14574.0,21298.0,30368.0,15794.0,9022.0,12994.0,15980.0,18684.0,24342.0,28194.0,33128.0,41946.0,4.6,5.8,0.3,66.0,3.4,3.5,23.3,3.8
4308,Gray,11916,27021.5,18591.3,51.3,12562.0,18122.0,24430.0,11868.0,7148.0,11020.0,13770.0,16078.0,20272.0,22820.0,26394.0,32944.0,4.6,6.2,0.3,50.7,3.0,7.9,33.4,5.0
4309,Vesoul,51081,115637.0,79586.0,51.2,12418.0,18208.0,24644.0,12226.0,7348.0,10964.0,13762.0,16076.0,20490.0,23114.0,26524.0,32546.0,4.4,5.9,0.3,55.0,3.1,5.4,32.3,4.2
5201,Ancenis,18873,47341.5,31130.7,51.8,14014.0,18722.0,24256.0,10242.0,9618.0,12866.0,15060.0,17002.0,20644.0,22928.0,25886.0,31336.0,3.3,4.2,0.3,62.3,3.0,4.9,24.9,4.9
5202,Châteaubriant,15206,36198.0,24381.6,45.6,12248.0,17152.0,22554.0,10306.0,7230.0,10956.0,13392.0,15326.0,19040.0,21220.0,24186.0,29574.0,4.1,5.5,0.3,55.5,3.2,7.5,28.8,5.0
5203,Nantes,429916,1017017.0,684561.8,60.0,15036.0,21034.0,28538.0,13502.0,9362.0,13548.0,16360.0,18724.0,23566.0,26646.0,30862.0,38590.0,4.1,5.5,0.3,64.6,3.1,4.7,22.8,4.8
5204,Saint-Nazaire,131805,297289.0,204474.4,58.3,14574.0,20224.0,27220.0,12646.0,9400.0,13194.0,15808.0,18062.0,22542.0,25428.0,29404.0,36790.0,3.9,5.2,0.3,52.6,3.4,5.0,33.3,5.7
5205,Angers,188882,445776.0,300618.6,55.2,13872.0,19574.0,26517.0,12645.0,8236.0,12362.0,15154.0,17430.0,21894.0,24734.0,28700.0,36020.0,4.4,5.9,0.3,59.7,3.4,5.6,26.9,4.4
5206,Cholet,77787,191706.0,127348.0,52.3,14226.0,18812.0,24404.0,10178.0,9432.0,13016.0,15270.0,17072.0,20734.0,23016.0,26152.0,31866.0,3.4,4.5,0.3,61.1,3.2,5.4,25.7,4.6
5207,Saumur,41888,97114.0,66155.7,48.5,12762.0,17876.0,23948.0,11186.0,7748.0,11416.0,13922.0,15976.0,19972.0,22458.0,25910.0,32332.0,4.2,5.6,0.3,52.3,3.6,6.7,32.3,5.1
5208,Segré,21450,51846.5,34683.1,46.3,13166.0,17616.0,22932.0,9766.0,8464.0,11936.0,14210.0,15968.0,19376.0,21548.0,24554.0,29460.0,3.5,4.6,0.3,56.0,3.0,7.5,28.6,4.9
5209,Laval,91942,219591.0,147463.0,53.9,13870.0,19030.0,25116.0,11246.0,8890.0,12566.0,14982.0,17050.0,21106.0,23568.0,27016.0,33372.0,3.8,5.0,0.3,58.8,2.6,6.1,27.4,5.1
5210,La Mayenne,22412,51804.0,35353.8,52.4,13639.0,18440.0,24204.0,10565.0,8676.0,12350.0,14706.0,16654.0,20452.0,22812.0,25910.0,31532.0,3.6,4.8,0.3,54.4,3.1,7.0,29.6,5.9
5211,La Ferté-Bernard,14970,34339.0,23505.5,56.4,13974.0,19146.0,24822.0,10848.0,8610.0,12590.0,15178.0,17166.0,21138.0,23386.0,26622.0,32178.0,3.7,4.8,0.3,55.7,3.1,5.5,31.1,4.6
5212,La Flèche,23894,53722.5,37109.1,50.5,13094.0,18254.0,24078.0,10984.0,7936.0,11618.0,14290.0,16352.0,20262.0,22592.0,25842.0,31952.0,4.0,5.3,0.3,50.6,3.5,5.7,35.6,4.6
5213,Le Mans,178954,414488.0,281776.6,56.3,13664.0,19550.0,26134.0,12470.0,7620.0,12018.0,15026.0,17384.0,21840.0,24508.0,28124.0,34620.0,4.5,6.0,0.3,58.2,3.0,4.8,29.9,4.1
5214,Sablé-sur-Sarthe,15227,37152.5,24744.4,53.4,13394.0,18408.0,24000.0,10606.0,8272.0,12012.0,14514.0,16516.0,20370.0,22724.0,25680.0,31518.0,3.8,5.1,0.3,59.6,3.3,5.3,26.5,5.3
5215,Challans,58615,128340.5,89742.5,55.4,14280.0,19406.0,25950.0,11670.0,9738.0,13036.0,15360.0,17396.0,21602.0,24240.0,28012.0,34750.0,3.6,4.7,0.3,45.0,3.2,5.9,39.1,6.8
5216,Fontenay-le-Comte,29071,67858.0,46169.6,48.5,13028.0,18078.0,23998.0,10970.0,8164.0,11746.0,14144.0,16102.0,20136.0,22496.0,25796.0,31882.0,3.9,5.1,0.3,52.6,3.5,7.4,32.0,4.5
5217,Les Herbiers,23898,59238.0,39238.2,53.3,14720.0,18954.0,24208.0,9488.0,10514.0,13628.0,15678.0,17338.0,20734.0,22828.0,25626.0,30616.0,2.9,3.7,0.3,64.0,3.0,5.6,23.1,4.3
5218,La Roche-sur-Yon,104090,246442.0,166193.0,54.0,14106.0,19246.0,25272.0,11166.0,9138.0,12776.0,15268.0,17334.0,21312.0,23754.0,27084.0,33170.0,3.6,4.9,0.3,57.9,3.0,5.6,28.5,5.0
5219,Les Sables-d'Olonne,33523,69345.0,49757.7,60.0,14948.0,20692.0,28334.0,13386.0,9884.0,13636.0,16214.0,18418.0,23302.0,26386.0,30754.0,38631.0,3.9,5.2,0.3,40.0,3.0,5.7,44.2,7.1
5301,Dinan,41411,92066.5,63804.4,56.2,14358.0,20102.0,27496.0,13138.0,9446.0,12972.0,15580.0,17800.0,22550.0,25590.0,29880.0,37754.0,4.0,5.4,0.3,49.2,3.2,6.5,35.2,5.9
5302,Guingamp,22927,50375.0,34977.5,47.4,12630.0,17944.0,24180.0,11550.0,7434.0,11198.0,13842.0,15988.0,20098.0,22612.0,25958.0,31944.0,4.3,5.7,0.3,50.1,3.0,7.4,34.9,4.6
5303,Lannion,41759,90153.5,63261.6,57.0,14214.0,20194.0,27932.0,13718.0,8938.0,12804.0,15488.0,17846.0,22782.0,25984.0,30398.0,37796.0,4.2,5.5,0.3,45.8,2.9,6.7,39.5,5.1
5304,Loudéac,16967,38706.0,26552.0,50.8,13080.0,18380.0,24122.0,11042.0,8348.0,11824.0,14206.0,16378.0,20288.0,22680.0,25910.0,31480.0,3.8,5.0,0.3,50.8,2.6,9.6,32.2,4.8
5305,Saint-Brieuc,134475,301529.5,207926.9,55.6,14098.0,19682.0,26406.0,12308.0,8988.0,12712.0,15338.0,17544.0,21986.0,24700.0,28536.0,35456.0,3.9,5.2,0.3,51.1,2.9,7.3,33.7,5.0
5306,Brest,194488,438772.0,301315.4,56.8,14474.0,20142.0,27190.0,12716.0,9184.0,13074.0,15728.0,17962.0,22494.0,25416.0,29358.0,36198.0,3.9,5.2,0.3,57.2,3.1,5.9,29.6,4.2
5307,Carhaix-Plouguer,20558,42661.5,30453.5,46.8,12120.0,17572.0,23740.0,11620.0,7032.0,10900.0,13344.0,15460.0,19744.0,22270.0,25568.0,31422.0,4.5,5.7,0.3,44.5,2.9,9.4,38.8,4.4
5308,Morlaix,32998,72076.5,50235.1,54.6,13942.0,19458.0,26270.0,12328.0,8754.0,12570.0,15148.0,17332.0,21762.0,24512.0,28292.0,35086.0,4.0,5.3,0.3,49.0,2.9,8.1,34.9,5.1
5309,Quimper,144907,312438.0,219398.0,55.5,14300.0,19800.0,26758.0,12458.0,9292.0,12964.0,15506.0,17668.0,22148.0,25022.0,28914.0,35876.0,3.9,5.1,0.3,49.9,3.0,6.4,35.2,5.5
5310,Fougères,28691,66556.5,45248.2,50.2,13768.0,18408.0,23910.0,10142.0,8794.0,12450.0,14810.0,16624.0,20304.0,22536.0,25646.0,31140.0,3.5,4.7,0.3,56.6,2.8,6.4,29.5,4.7
5311,Redon,19282,44578.5,30396.3,51.0,13388.0,18658.0,24320.0,10932.0,8244.0,11960.0,14614.0,16710.0,20624.0,22914.0,26034.0,31748.0,3.9,5.0,0.3,55.0,3.8,5.3,31.7,4.2
5312,Rennes,317401,751726.5,505455.2,59.1,14802.0,20798.0,28170.0,13368.0,9084.0,13272.0,16136.0,18482.0,23282.0,26288.0,30506.0,38000.0,4.2,5.5,0.3,64.1,2.8,5.4,22.9,4.8
5313,Saint-Malo,47394,103147.5,72060.1,55.1,13846.0,19566.0,27078.0,13232.0,8686.0,12430.0,15046.0,17330.0,22096.0,25158.0,29476.0,37656.0,4.3,5.9,0.3,49.2,3.0,6.6,34.6,6.6
5314,Vitré,20246,50828.5,33488.9,55.3,14508.0,19400.0,25274.0,10766.0,10100.0,13374.0,15594.0,17494.0,21362.0,23792.0,27138.0,33304.0,3.3,4.4,0.3,64.7,2.8,5.8,21.1,5.6
5315,Lorient,131865,292999.5,202955.6,55.3,14028.0,19704.0,26564.0,12536.0,8582.0,12574.0,15288.0,17540.0,22062.0,24828.0,28614.0,35388.0,4.1,5.5,0.3,52.6,3.4,5.7,33.5,4.8
5316,Ploërmel,16795,38878.0,26476.9,50.6,13370.0,18504.0,24354.0,10984.0,8570.0,12074.0,14530.0,16590.0,20588.0,22926.0,26016.0,31590.0,3.7,4.7,0.3,54.5,3.0,7.3,30.8,4.4
5317,Pontivy,24623,56160.5,38517.5,52.6,13712.0,18878.0,24770.0,11058.0,8566.0,12340.0,14854.0,16910.0,20892.0,23352.0,26630.0,32404.0,3.8,5.0,0.3,53.5,2.8,8.5,30.1,5.1
5318,Vannes,150468,340521.0,234185.7,58.0,14534.0,20232.0,27576.0,13042.0,9290.0,13136.0,15780.0,18002.0,22692.0,25704.0,29928.0,37688.0,4.1,5.4,0.3,49.9,3.1,6.7,34.0,6.3
5401,Thouars - Loudun,28560,64388.5,44424.6,47.3,12818.0,17728.0,23570.0,10752.0,7996.0,11520.0,13886.0,15908.0,19684.0,22048.0,25262.0,31040.0,3.9,5.3,0.3,51.3,3.0,8.1,32.3,5.3
5402,Châtellerault,35752,80082.0,55299.1,53.1,12936.0,18860.0,25448.0,12512.0,6898.0,11320.0,14300.0,16712.0,21138.0,23810.0,27486.0,33886.0,4.9,6.6,0.3,54.6,3.2,5.3,32.3,4.6
5403,Angoulême,120576,266037.0,185322.3,51.1,12652.0,18652.0,25494.0,12842.0,6946.0,11134.0,14006.0,16418.0,21060.0,23832.0,27560.0,34420.0,5.0,6.7,0.3,52.9,3.2,6.7,32.5,4.7
5404,Jonzac - Barbezieux-Saint-Hilaire,29002,64723.5,44945.0,45.0,11728.0,17312.0,24018.0,12290.0,6926.0,10466.0,12954.0,15084.0,19652.0,22248.0,26098.0,33016.0,4.8,6.5,0.3,47.0,3.1,11.0,33.6,5.3
5405,Cognac,36171,80303.0,55858.0,55.5,13682.0,19634.0,27330.0,13648.0,8312.0,12230.0,14982.0,17334.0,22230.0,25358.0,29888.0,38516.0,4.6,6.6,0.3,50.5,2.8,10.5,30.0,6.2
5406,Saintes - Saint-Jean-d'Angely,54250,120452.0,83668.5,50.4,12774.0,18503.0,25332.0,12558.0,7466.0,11332.0,14038.0,16280.0,20846.0,23634.0,27428.0,34394.0,4.6,6.2,0.3,49.2,3.1,8.2,34.3,5.2
5407,Royan,44877,92625.5,66558.9,55.0,13398.0,19352.0,27356.0,13958.0,8430.0,12058.0,14630.0,16972.0,22064.0,25330.0,29862.0,37864.0,4.5,6.1,0.3,36.1,3.0,8.0,45.4,7.5
5408,Rochefort,49476,106899.5,75006.5,52.0,13050.0,18732.0,25636.0,12586.0,7778.0,11596.0,14300.0,16558.0,21136.0,23940.0,27702.0,34476.0,4.4,5.9,0.3,46.5,3.5,7.1,37.5,5.4
5409,La Rochelle,106465,235621.5,163732.4,59.6,14414.0,20708.0,28754.0,14340.0,8674.0,12832.0,15778.0,18284.0,23402.0,26710.0,31292.0,39636.0,4.6,6.2,0.3,51.5,3.3,6.2,32.5,6.5
5410,Niort,96242,219610.0,150573.9,55.7,13984.0,19788.0,27064.0,13080.0,8678.0,12574.0,15254.0,17543.0,22258.0,25228.0,29304.0,36608.0,4.2,5.6,0.3,59.0,2.6,5.9,28.4,4.1
5411,Parthenay,13989,31431.0,21724.4,46.4,12748.0,17700.0,23638.0,10890.0,7734.0,11498.0,13898.0,15860.0,19640.0,22110.0,25556.0,31242.0,4.0,5.4,0.3,53.3,2.9,6.6,32.3,4.9
