Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2014,,,,,,,,,,,,,,,,,,,,,,,,,
5412,Bressuire,29876,72463,48526.7,47.3,13372.0,18020.0,23232.0,9860.0,8422.0,12182.0,14438.0,16316.0,19842.0,21996.0,24790.0,30306.0,3.6,4.8,0.3,56.8,3.3,6.7,27.8,5.4
5413,Poitiers,140010,311439,215292.2,54.8,13732.0,19868.0,27140.0,13408.0,7860.0,12162.0,15106.0,17534.0,22370.0,25278.0,29396.0,36942.0,4.7,6.2,0.3,58.5,2.7,5.3,28.8,4.7
7201,Bergerac,48484,106040,74210.9,49.1,12038.0,18122.0,25136.0,13098.0,6294.0,10512.0,13434.0,15782.0,20546.0,23426.0,27328.0,34308.0,5.5,7.0,0.3,45.4,3.4,6.4,38.7,6.1
7202,Périgueux,107236,230460,162502.0,50.2,12852.0,18722.0,25432.0,12580.0,7356.0,11386.0,14170.0,16512.0,21062.0,23808.0,27454.0,34074.0,4.6,6.1,0.3,49.3,3.0,5.6,37.1,5.0
7203,Sarlat-la-Canéda,23858,50756,36051.8,50.4,12490.0,18128.0,25214.0,12724.0,7516.0,11182.0,13666.0,15904.0,20612.0,23486.0,27532.0,34700.0,4.6,6.1,0.3,42.8,3.4,6.6,39.6,7.6
7204,Bordeaux,540355,1229637,843589.4,59.7,14378.0,21370.0,29810.0,15432.0,7994.0,12602.0,15916.0,18706.0,24250.0,27694.0,32414.0,40920.0,5.1,6.8,0.3,61.1,3.2,5.4,25.1,5.2
7205,Libourne,49581,111936,77114.7,48.7,11966.0,18088.0,25008.0,13042.0,6326.0,10434.0,13338.0,15792.0,20502.0,23248.0,27022.0,33838.0,5.3,7.2,0.3,52.0,3.5,6.4,32.0,6.1
7206,Pauillac,22932,51082,35425.5,51.3,12752.0,18614.0,25252.0,12500.0,7294.0,11188.0,14018.0,16380.0,20908.0,23538.0,27334.0,33728.0,4.6,6.3,0.3,47.2,3.7,6.8,36.2,6.1
7207,La Teste-de-Buch,69132,152698,106447.1,59.7,14868.0,21014.0,28838.0,13970.0,9528.0,13376.0,16198.0,18558.0,23596.0,26854.0,31342.0,39270.0,4.1,5.5,0.3,48.2,3.2,5.7,36.4,6.5
7208,Dax,79849,177106,123266.3,55.7,14048.0,19924.0,27036.0,12988.0,8588.0,12592.0,15356.0,17692.0,22338.0,25214.0,29206.0,36504.0,4.3,5.7,0.3,49.2,3.4,5.9,34.9,6.6
7209,Agen,65190,146166,100999.0,52.6,12740.0,19068.0,26426.0,13686.0,6846.0,11136.0,14142.0,16658.0,21630.0,24612.0,28640.0,35920.0,5.2,6.9,0.3,55.0,3.2,5.9,30.3,5.6
7210,Marmande,38345,84478,58975.6,47.6,12052.0,17702.0,24428.0,12376.0,6540.0,10680.0,13322.0,15568.0,20010.0,22796.0,26442.0,32924.0,5.0,6.7,0.3,48.4,3.1,6.5,35.8,6.2
7211,Villeneuve-sur-Lot,42619,94590,65859.2,46.7,11518.0,17266.0,23930.0,12412.0,6182.0,10028.0,12802.0,15088.0,19624.0,22310.0,25876.0,32432.0,5.2,6.9,0.3,44.4,3.8,6.6,38.5,6.7
7212,Bayonne,148418,323306,226296.5,58.2,14474.0,20664.0,28520.0,14046.0,8900.0,12956.0,15798.0,18262.0,23278.0,26502.0,31020.0,39400.0,4.4,6.1,0.3,51.8,3.0,6.1,31.6,7.5
7213,Oloron-Sainte-Marie,18501,41039,28650.7,53.3,13748.0,19322.0,26014.0,12266.0,8418.0,12354.0,14946.0,17302.0,21640.0,24356.0,27952.0,34068.0,4.0,5.3,0.3,51.1,2.8,6.2,34.7,5.2
7214,Pau,146642,330922,228527.5,57.9,14256.0,20770.0,28830.0,14574.0,8378.0,12674.0,15642.0,18232.0,23496.0,26792.0,31340.0,39588.0,4.7,6.3,0.3,55.9,2.8,4.8,30.5,6.0
7301,Foix - Pamiers,50172,110369,76952.7,48.8,12130.0,18268.0,25120.0,12990.0,6286.0,10574.0,13514.0,15962.0,20696.0,23446.0,27208.0,33592.0,5.3,6.9,0.3,51.0,3.3,5.5,35.0,5.2
7302,Saint-Girons,14984,30356,21878.2,48.2,11420.0,17978.0,24960.0,13540.0,5216.0,9724.0,12846.0,15474.0,20490.0,23350.0,27104.0,33282.0,6.4,8.0,0.3,44.6,3.0,6.1,41.2,5.1
7303,Millau,26819,58078,40747.1,49.0,12556.0,18074.0,24688.0,12132.0,7300.0,11118.0,13822.0,15976.0,20306.0,22908.0,26614.0,32746.0,4.5,5.9,0.3,48.2,3.0,7.4,35.0,6.4
7304,Rodez,76774,168723,117748.4,54.6,13654.0,19242.0,26128.0,12474.0,8758.0,12334.0,14838.0,17056.0,21656.0,24434.0,28140.0,34876.0,4.0,5.3,0.3,50.3,2.2,8.3,32.0,7.2
7305,Villefranche-de-Rouergue,16156,35136,24693.1,49.0,12518.0,17978.0,24588.0,12070.0,7422.0,11210.0,13632.0,15756.0,20316.0,22986.0,26764.0,33208.0,4.5,6.0,0.3,44.0,2.5,8.8,38.0,6.7
7306,Saint-Gaudens,26877,56563,40182.7,51.2,12552.0,18822.0,25848.0,13296.0,6710.0,11026.0,13934.0,16452.0,21292.0,24110.0,28050.0,34728.0,5.2,6.9,0.3,46.6,2.9,5.9,39.0,5.6
7307,Auch,51214,112128,78613.5,50.9,12702.0,18708.0,25867.0,13165.0,7410.0,11316.0,14022.0,16370.0,21144.0,24076.0,28082.0,35456.0,4.8,6.3,0.3,48.4,2.7,7.0,35.0,6.9
7308,Cahors,41751,89312,63140.7,52.1,12682.0,18942.0,26560.0,13878.0,7206.0,11188.0,14006.0,16546.0,21532.0,24660.0,28834.0,35984.0,5.0,6.5,0.3,45.0,3.2,6.7,39.0,6.1
7309,Figeac,17809,38168,26945.9,53.5,13418.0,19310.0,26304.0,12886.0,8258.0,12050.0,14620.0,16960.0,21822.0,24566.0,28212.0,34748.0,4.2,5.5,0.3,48.4,2.4,6.7,36.7,5.8
7310,Tarbes - Lourdes,103987,224466,157847.8,52.3,13074.0,19084.0,25906.0,12832.0,7326.0,11502.0,14404.0,16796.0,21442.0,24206.0,27958.0,34406.0,4.7,6.1,0.3,50.8,3.4,6.1,35.2,4.5
7311,Albi,75414,167035,116153.4,51.4,12760.0,18890.0,26164.0,13404.0,6832.0,11168.0,14122.0,16552.0,21424.0,24354.0,28394.0,35516.0,5.2,6.9,0.3,49.8,3.0,6.3,35.0,5.9
7312,Castres - Mazamet,58026,130909,90558.4,48.7,12442.0,18189.0,24926.0,12484.0,6652.0,10914.0,13818.0,16080.0,20530.0,23260.0,26952.0,33834.0,5.1,6.8,0.3,51.3,3.3,5.9,34.3,5.2
7313,Montauban,94501,221714,150491.4,48.8,11634.0,17932.0,25088.0,13454.0,5924.0,10034.0,13046.0,15534.0,20448.0,23382.0,27164.0,33554.0,5.7,7.5,0.3,54.0,3.4,5.8,31.0,5.8
7401,Tulle,31843,66401,47385.3,55.2,13762.0,19656.0,26478.0,12716.0,8618.0,12400.0,15036.0,17410.0,21976.0,24760.0,28500.0,34876.0,4.0,5.2,0.3,48.9,2.3,5.5,38.7,4.6
7402,Ussel,13763,28713,20439.7,52.3,13186.0,18574.0,24726.0,11540.0,8152.0,11784.0,14340.0,16524.0,20698.0,23206.0,26758.0,33290.0,4.1,5.4,0.3,50.5,2.4,6.1,35.9,5.1
7403,Guéret,55751,114040,82001.9,47.3,11886.0,17546.0,24206.0,12320.0,6716.0,10510.0,13122.0,15294.0,19884.0,22554.0,26180.0,32464.0,4.8,6.3,0.3,45.6,2.7,7.1,39.7,4.9
7404,Limoges,166347,353996,249530.8,54.6,13156.0,19720.0,26990.0,13834.0,6644.0,11428.0,14660.0,17314.0,22234.0,25180.0,29202.0,36404.0,5.5,7.1,0.3,54.3,2.5,5.0,33.9,4.3
8201,Ambérieu-en-Bugey,40482,98928,65837.9,60.7,15072.0,21100.0,28312.0,13240.0,9530.0,13558.0,16414.0,18794.0,23628.0,26496.0,30556.0,37342.0,3.9,4.9,0.3,64.0,3.0,4.1,24.7,4.2
8202,Bourg-en-Bresse,56296,130712,88863.8,60.1,14472.0,20550.0,27626.0,13154.0,8594.0,12830.0,15830.0,18278.0,22914.0,25850.0,29828.0,37106.0,4.3,5.6,0.3,59.6,2.6,4.5,28.8,4.5
8203,Oyonnax,26335,64568,43004.6,55.1,12122.0,18760.0,25874.0,13752.0,6932.0,10470.0,13684.0,16282.0,21266.0,24094.0,27900.0,34990.0,5.0,6.8,0.3,61.7,3.6,3.5,26.4,4.8
8204,Annonay,22523,52380,35682.2,54.8,13914.0,19316.0,25268.0,11354.0,8398.0,12390.0,15144.0,17388.0,21382.0,23860.0,27106.0,33364.0,4.0,5.3,0.3,55.9,3.6,4.5,31.4,4.6
8205,Aubenas,42982,93105,65329.9,48.9,11996.0,17900.0,24710.0,12714.0,6616.0,10522.0,13272.0,15642.0,20254.0,23058.0,26792.0,33216.0,5.0,6.6,0.3,44.9,4.0,6.0,38.2,6.9
8206,Montélimar,79361,183636,125291.3,53.8,12290.0,19076.0,27034.0,14744.0,6616.0,10648.0,13778.0,16472.0,21786.0,25038.0,29376.0,37002.0,5.6,7.2,0.3,54.0,3.5,5.4,31.0,6.1
8207,Romans-sur-Isère,36862,87082,58853.2,53.2,12650.0,19056.0,26160.0,13510.0,6956.0,11028.0,14114.0,16670.0,21460.0,24370.0,28358.0,35602.0,5.1,6.8,0.3,57.2,3.4,5.0,28.6,5.8
8208,Valence,149254,344794,235388.8,54.8,13268.0,19470.0,26794.0,13526.0,7524.0,11692.0,14614.0,17106.0,21976.0,24990.0,29058.0,36368.0,4.8,6.3,0.3,56.1,3.3,5.2,29.8,5.6
8209,Bourgoin-Jallieu,86946,223010,145867.9,58.4,14132.0,20474.0,27664.0,13532.0,8352.0,12518.0,15584.0,18136.0,22970.0,25948.0,29836.0,36822.0,4.4,5.6,0.3,66.1,3.3,3.8,22.9,3.9
8210,Grenoble,340025,794300,539098.2,62.4,14856.0,21796.0,30306.0,15450.0,8662.0,13128.0,16364.0,19092.0,24730.0,28180.0,32898.0,41202.0,4.8,6.2,0.3,61.9,2.9,4.4,25.6,5.2
8211,Vienne - Roussillon,91285,224441,149445.1,57.9,13902.0,20244.0,27554.0,13652.0,8160.0,12312.0,15356.0,17862.0,22796.0,25808.0,29680.0,36496.0,4.5,5.8,0.3,60.5,3.2,4.6,26.9,4.8
8212,Roanne,61127,135863,94126.2,52.5,13392.0,18838.0,25132.0,11740.0,7730.0,11844.0,14666.0,16820.0,20972.0,23526.0,27072.0,33438.0,4.3,5.8,0.3,53.3,3.1,4.6,34.2,4.8
8213,Villefranche-sur-Saône,101301,254541,167997.9,62.0,15280.0,21728.0,29764.0,14484.0,9306.0,13692.0,16684.0,19238.0,24432.0,27708.0,32266.0,40250.0,4.3,5.6,0.3,63.0,2.9,4.9,23.9,5.3
8214,Lyon,741014,1742648,1176264.6,62.5,13752.0,21678.0,31072.0,17320.0,7168.0,11812.0,15520.0,18662.0,24864.0,28684.0,34004.0,43708.0,6.1,8.1,0.4,64.0,3.1,4.4,23.3,5.2
8215,La Tarentaise,47904,108665,74721.3,63.4,14854.0,20926.0,28112.0,13258.0,9360.0,13410.0,16200.0,18606.0,23370.0,26306.0,30348.0,37478.0,4.0,5.3,0.3,56.9,3.6,7.5,24.3,7.7
8216,Chambéry,123908,285252,194868.7,62.5,14984.0,21650.0,29608.0,14624.0,9114.0,13332.0,16412.0,19082.0,24356.0,27596.0,32140.0,40312.0,4.4,5.8,0.3,58.4,2.8,5.2,27.8,5.8
8217,La Maurienne,17566,38858,27010.2,63.1,15354.0,20982.0,27772.0,12418.0,10260.0,13992.0,16522.0,18708.0,23416.0,26110.0,29824.0,35916.0,3.5,4.5,0.3,54.2,3.2,6.8,30.1,5.7
8218,Annecy,123604,289497,196449.4,68.1,17124.0,24270.0,33974.0,16850.0,10968.0,15394.0,18642.0,21470.0,27452.0,31404.0,37272.0,48626.0,4.4,5.9,0.3,63.9,2.6,4.7,22.0,6.8
8219,Le Genevois Français,159887,385254,257125.8,55.1,17116.0,28394.0,44747.0,27631.0,8662.0,14688.0,19408.0,23716.0,33808.0,40604.0,49800.0,65422.0,7.6,9.8,0.4,74.1,3.0,3.0,15.8,4.1
8220,La Vallée de l'Arve,24434,61012,40416.7,64.1,14914.0,21868.0,30130.0,15216.0,9118.0,13174.0,16494.0,19240.0,24696.0,28056.0,32754.0,41250.0,4.5,5.8,0.3,65.8,3.7,3.8,20.9,5.8
8221,Le Mont Blanc,28189,63143,43675.8,66.6,15890.0,22204.0,30380.0,14490.0,10552.0,14404.0,17246.0,19676.0,24938.0,28282.0,32856.0,42290.0,4.0,5.5,0.3,57.2,2.8,7.9,22.9,9.2
8222,Le Chablais,41759,96411,65698.3,66.3,16778.0,24600.0,35788.0,19010.0,10518.0,14978.0,18368.0,21456.0,28184.0,32862.0,39298.0,50750.0,4.8,6.2,0.3,65.3,3.0,4.8,20.8,6.1
8301,Montluçon,51447,107205,76281.5,51.7,12460.0,18524.0,25000.0,12540.0,6425.0,10906.0,13844.0,16274.0,20802.0,23368.0,26894.0,33249.0,5.2,6.9,0.3,49.3,3.0,5.5,37.8,4.4
8302,Moulins,44781,96714,67864.5,52.5,12876.0,18696.0,25300.0,12424.0,7118.0,11404.0,14194.0,16532.0,20908.0,23644.0,27342.0,33676.0,4.7,6.2,0.3,51.1,2.5,6.5,34.8,5.1
8303,Vichy,61904,129662,92113.7,51.6,12632.0,18658.0,25540.0,12908.0,6764.0,11070.0,13982.0,16392.0,21042.0,23796.0,27608.0,34624.0,5.1,6.9,0.3,49.5,3.0,5.6,37.0,4.9
8304,Aurillac,37362,79919,56382.0,53.4,13604.0,19126.0,25968.0,12364.0,8654.0,12310.0,14844.0,17048.0,21528.0,24276.0,27980.0,34874.0,4.0,5.4,0.3,51.6,2.3,7.4,33.0,5.7
8305,Mauriac,13523,27510,19873.6,45.9,12531.0,17414.0,23280.0,10749.0,8202.0,11353.0,13538.0,15372.0,19492.0,21924.0,25112.0,31159.0,3.8,5.0,0.3,42.3,2.3,10.4,39.0,6.0
8306,Saint-Flour,15413,33156,23381.5,47.7,12500.0,17604.0,23982.0,11482.0,7996.0,11284.0,13640.0,15674.0,19792.0,22366.0,25912.0,31388.0,3.9,5.1,0.3,46.2,2.4,11.0,33.7,6.7
8307,Brioude,20102,43024,30340.7,47.4,12284.0,17644.0,23754.0,11470.0,7418.0,10962.0,13424.0,15526.0,19766.0,22224.0,25546.0,31162.0,4.2,5.5,0.3,48.0,3.1,7.1,36.8,5.0
8308,Le Puy-en-Velay,40616,89590,62344.8,52.4,13118.0,18856.0,25516.0,12398.0,7808.0,11709.0,14370.0,16668.0,21154.0,23838.0,27558.0,34319.0,4.4,5.8,0.3,52.2,2.7,7.0,32.7,5.4
8309,Ambert,9586,20195,14367.0,51.1,12780.0,18356.0,25322.0,12542.0,7864.0,11338.0,14002.0,16164.0,20794.0,23534.0,27174.0,34270.0,4.4,5.7,0.3,49.1,3.2,5.4,37.0,5.3
8310,Clermont-Ferrand,230803,504537,351619.7,59.8,14428.0,21026.0,28914.0,14486.0,8286.0,12752.0,15872.0,18490.0,23718.0,26934.0,31380.0,39112.0,4.7,6.3,0.3,59.1,2.5,5.1,28.5,4.8
8311,Issoire,21769,47384,33105.8,52.9,13566.0,19318.0,25705.0,12139.0,8452.0,12162.0,14822.0,17050.0,21524.0,24018.0,27566.0,33502.0,4.0,5.2,0.3,53.0,3.0,5.7,33.1,5.2
8312,Thiers,20760,46446,32187.7,48.7,12678.0,18156.0,24690.0,12012.0,7326.0,11218.0,13928.0,16126.0,20444.0,23012.0,26604.0,32770.0,4.5,5.8,0.3,54.4,3.6,4.7,33.5,3.8
9101,Carcassonne,53842,120664,83336.4,46.9,10692.0,17500.0,24880.0,14188.0,4110.0,8926.0,12210.0,14896.0,20112.0,23096.0,27084.0,34016.0,8.3,10.0,0.4,51.0,3.7,6.0,34.2,5.1
9102,Limoux,19671,41754,29608.5,42.5,10358.0,16580.0,23282.0,12924.0,4534.0,8870.0,11774.0,14202.0,18904.0,21568.0,25190.0,31404.0,6.9,8.7,0.4,42.2,3.5,6.6,41.8,5.9
9103,Narbonne,73375,158298,111051.6,46.0,10720.0,17237.0,24602.0,13882.0,4768.0,9120.0,12134.0,14736.0,19812.0,22790.0,26750.0,33696.0,7.1,9.1,0.4,45.4,4.0,6.5,38.4,5.7
9104,Alès,65500,142926,99900.8,44.1,10210.0,16772.0,23976.0,13766.0,3822.0,8506.0,11706.0,14406.0,19280.0,22196.0,26082.0,32596.0,8.5,10.4,0.4,46.0,4.1,5.5,38.6,5.8
9105,Bagnols-sur-Cèze,28621,66836,45538.0,53.3,12184.0,19270.0,27064.0,14880.0,6104.0,10546.0,13750.0,16582.0,22048.0,25178.0,29272.0,36442.0,6.0,7.3,0.3,56.8,3.2,5.1,30.0,4.9
9106,Nîmes,152509,357923,242618.3,50.4,10806.0,18292.0,26448.0,15642.0,4402.0,8924.0,12490.0,15514.0,21130.0,24440.0,28832.0,36440.0,8.3,10.4,0.4,54.7,3.7,5.8,30.0,5.8
9107,Agde - Pézenas,40033,87019,61003.6,47.1,10802.0,17382.0,24822.0,14020.0,5142.0,9170.0,12260.0,14844.0,19974.0,22998.0,27012.0,34210.0,6.7,8.9,0.4,42.2,4.3,6.1,38.5,8.9
9108,Béziers,102761,228374,158190.2,45.1,10054.0,16982.0,24456.0,14402.0,3886.0,8302.0,11614.0,14362.0,19650.0,22686.0,26646.0,33694.0,8.7,10.9,0.4,46.3,3.9,7.1,36.2,6.5
9109,Clermont-l'Hérault - Lodève,23889,55930,37902.5,44.7,10968.0,17286.0,24478.0,13510.0,5476.0,9348.0,12356.0,14836.0,19818.0,22722.0,26580.0,33310.0,6.1,7.9,0.3,51.6,4.5,6.3,32.0,5.6
9110,Ganges,20995,45261,31770.5,43.1,10646.0,16808.0,23866.0,13220.0,4932.0,9144.0,12006.0,14464.0,19244.0,22120.0,25860.0,32372.0,6.6,8.2,0.4,45.3,4.3,6.3,38.0,6.1
9111,Montpellier,281594,635525,437158.7,56.1,12266.0,20226.0,29492.0,17226.0,5716.0,10292.0,14020.0,17196.0,23428.0,27222.0,32240.0,41348.0,7.2,9.5,0.4,57.2,3.7,6.2,26.5,6.4
9112,Sète,46930,102027,71397.5,49.7,11416.0,18196.0,25894.0,14478.0,5288.0,9710.0,12954.0,15642.0,20862.0,23966.0,28264.0,35784.0,6.8,8.8,0.4,47.6,4.0,6.5,36.0,5.9
9113,La Lozère,32681,71051,49711.6,52.2,13030.0,18780.0,25290.0,12260.0,8042.0,11690.0,14278.0,16550.0,21024.0,23598.0,27396.0,33742.0,4.2,5.5,0.3,50.9,2.3,8.0,32.5,6.3
9114,Céret,35031,72290,51869.1,51.0,12050.0,18514.0,26192.0,14142.0,6136.0,10466.0,13464.0,16080.0,21102.0,24312.0,28538.0,36024.0,5.9,7.6,0.3,37.6,3.3,6.1,45.8,7.2
9115,Perpignan,156303,343603,239034.6,48.1,10358.0,17482.0,25276.0,14918.0,3948.0,8574.0,11986.0,14798.0,20238.0,23380.0,27538.0,34808.0,8.8,11.1,0.4,48.3,3.9,6.6,35.1,6.1
9116,Prades,19454,41277,29138.2,46.4,11048.0,17282.0,24242.0,13194.0,5242.0,9514.0,12440.0,14898.0,19622.0,22548.0,26206.0,32840.0,6.3,7.8,0.3,46.5,3.6,6.8,37.1,6.0
9301,Digne-les-Bains,32786,69943,49339.5,52.9,12298.0,18844.0,26182.0,13884.0,6656.0,10762.0,13690.0,16301.0,21366.0,24332.0,28324.0,35022.0,5.3,6.9,0.3,49.2,3.2,5.5,35.1,7.0
9302,Manosque,36680,81384,56502.4,53.4,12610.0,19242.0,27366.0,14756.0,7022.0,11032.0,14036.0,16666.0,21960.0,25320.0,29758.0,37484.0,5.3,7.0,0.3,48.1,3.4,6.3,34.0,8.2
9303,Briançon,15948,34443,24107.6,59.0,13814.0,19404.0,26450.0,12636.0,8570.0,12442.0,14994.0,17158.0,21828.0,24752.0,28592.0,35818.0,4.2,5.3,0.3,50.7,4.2,7.9,29.9,7.3
9304,Gap,47624,103750,72509.5,55.0,13272.0,19246.0,26480.0,13208.0,8014.0,11832.0,14512.0,16936.0,21726.0,24690.0,28750.0,35876.0,4.5,5.9,0.3,49.9,3.3,6.6,33.3,6.9
9305,Cannes - Antibes,193656,421553,294972.0,61.4,13794.0,21380.0,31300.0,17506.0,7624.0,12022.0,15388.0,18356.0,24664.0,28716.0,34502.0,44946.0,5.9,8.0,0.4,53.2,3.2,5.6,28.9,9.1
9306,Menton - Vallée de la Roya,40195,85704,60435.2,62.6,14228.0,21494.0,30818.0,16590.0,8532.0,12548.0,15762.0,18606.0,24718.0,28458.0,33632.0,42906.0,5.0,7.0,0.4,60.5,2.8,4.2,26.2,6.3
9307,Nice,293673,636058,445405.8,59.4,12824.0,20750.0,30330.0,17506.0,6222.0,10926.0,14538.0,17690.0,24028.0,27934.0,33270.0,43314.0,7.0,9.3,0.4,55.2,3.1,6.4,27.8,7.5
9308,Aix-en-Provence,169375,398985,271284.0,62.7,15004.0,22840.0,32932.0,17928.0,8730.0,13214.0,16626.0,19758.0,26282.0,30404.0,36040.0,46372.0,5.3,7.1,0.4,58.3,3.2,5.2,25.4,7.9
9309,Arles,35830,82322,56339.6,51.5,11434.0,18442.0,26424.0,14990.0,5412.0,9676.0,13006.0,15754.0,21210.0,24504.0,28916.0,36770.0,6.8,8.9,0.4,52.7,3.8,6.1,30.1,7.3
9310,Marseille - Aubagne,551522,1284421,872432.6,55.9,10992.0,19628.0,29110.0,18118.0,3916.0,8874.0,12912.0,16392.0,22972.0,26800.0,31916.0,41070.0,10.5,12.8,0.4,57.7,3.3,5.9,27.1,6.0
9311,Istres - Martigues,58140,137052,92887.1,56.8,12950.0,20128.0,28198.0,15248.0,6902.0,11254.0,14498.0,17384.0,22956.0,26224.0,30490.0,37532.0,5.4,6.9,0.3,61.0,3.4,3.6,27.8,4.2
9312,Salon-de-Provence,51170,123819,83032.6,57.6,13386.0,20732.0,29218.0,15832.0,7476.0,11650.0,14926.0,17836.0,23686.0,27140.0,31754.0,39478.0,5.3,6.8,0.3,62.0,3.5,4.1,25.1,5.3
9313,Draguignan,51801,119368,81737.0,53.3,12276.0,19100.0,26934.0,14658.0,6242.0,10566.0,13806.0,16534.0,21808.0,24962.0,29176.0,36556.0,5.9,7.6,0.3,48.6,3.3,5.9,35.5,6.7
9314,Fréjus - Saint-Raphaël,85571,184201,129853.8,60.6,13460.0,20756.0,30130.0,16670.0,7628.0,11790.0,15026.0,17934.0,23876.0,27720.0,33098.0,43396.0,5.7,8.0,0.4,42.2,3.1,6.5,37.0,11.2
9315,Toulon,282028,620832,432997.0,56.9,13002.0,20328.0,28680.0,15678.0,6472.0,11182.0,14634.0,17538.0,23226.0,26610.0,31180.0,39290.0,6.1,7.9,0.4,49.8,3.2,5.8,34.5,6.7
9316,Cavaillon - Apt,33886,77882,53394.1,50.7,11080.0,17948.0,25806.0,14726.0,5730.0,9534.0,12512.0,15352.0,20660.0,23940.0,28272.0,36782.0,6.4,8.4,0.4,48.8,3.8,6.7,32.4,8.3
9317,Orange,39719,96123,64517.4,51.2,11270.0,18102.0,25658.0,14388.0,5756.0,9640.0,12864.0,15572.0,20746.0,23728.0,27972.0,34958.0,6.1,7.9,0.4,55.1,3.7,5.4,29.7,6.1
9401,Ajaccio,41767,92298,64543.3,58.2,13165.0,20734.0,29734.0,16569.0,7334.0,11474.0,14850.0,17796.0,23922.0,27596.0,32510.0,41098.0,5.6,7.5,0.4,55.6,2.6,6.4,28.9,6.5
9402,Porto-Vecchio,10874,25377,17327.4,52.2,10884.0,17718.0,26364.0,15480.0,6190.0,9308.0,12230.0,15014.0,20506.0,23974.0,28800.0,37902.0,6.1,8.7,0.4,48.8,3.5,7.9,28.5,11.3
9403,Sartène - Propriano,4228,9077,6395.2,46.8,10172.0,17188.0,25580.0,15408.0,5506.0,8726.0,11636.0,14426.0,20096.0,23640.0,28120.0,35622.0,6.5,8.5,0.4,49.5,3.1,7.7,32.8,6.9
9404,Bastia,46789,102441,71629.3,48.7,10908.0,18184.0,26934.0,16026.0,5274.0,9244.0,12434.0,15286.0,21294.0,24796.0,29494.0,37740.0,7.2,9.7,0.4,54.3,2.8,7.9,29.0,6.0
9405,Calvi - L'Île-Rousse,8692,18569,13089.3,49.1,10592.0,17114.0,25640.0,15048.0,5716.0,8924.0,12008.0,14578.0,20038.0,23482.0,28168.0,36954.0,6.5,9.0,0.4,44.4,3.6,10.6,32.2,9.2
9406,Corte,4371,8999,6451.3,47.9,11036.0,18279.0,26240.0,15204.0,5814.0,9500.0,12434.0,15460.0,20984.0,24236.0,28612.0,36046.0,6.2,8.1,0.4,52.9,2.5,7.7,30.9,6.0
9407,Ghisonaccia - Aléria,5819,13522,9248.5,46.9,10070.0,17136.0,25028.0,14958.0,5280.0,8600.0,11610.0,14448.0,20026.0,23100.0,27062.0,34312.0,6.5,8.8,0.4,49.3,3.3,7.9,32.3,7.2
